Annee;Serie;Serie_Partielle;Code_Station;trawling_depth;Id_Operation;Poche;Code_Taxon;Code_Espece_Campagne;Nom_Scientifique;Benthos;Lot_A_Confirmer;V_HV;Num_Ordre_V_HV_H2;Tot_V_HV;Ech_V_HV;Type_Volume_Poids_V_HV;Unite_Volume_Poids_V_HV;Commentaire_V_HV;Class_Tri;Num_Ordre_Class_Tri_H2;Tot_Class_Tri;Ech_Class_Tri;Type_Volume_Poids_Class_Tri;Unite_Volume_Poids_Class_Tri;Commentaire_Class_Tri;Sexe;Num_Ordre_Sexe_H2;Tot_Sexe;Ech_Sexe;Type_Volume_Poids_Sexe;Unite_Volume_Poids_Sexe;Commentaire_Sexe;Code_Longueur;Libelle_Longueur;Taille;NumOrdre_Taille_H2;Poids_Classe_Taille;Unite_Taille;Precision_Mesure;Nbr;Nbr_Calcule;Poids_Reference;Coef_Elev_Espece_Capture;Coef_Final_Elevation;Serie_Id;V_HV_Id;V_HV_Lot_Id;Class_Tri_Id;Class_Tri_Lot_Id;Sexe_Id;Sexe_Lot_Id
2011;Campagne EVHOE;1;P1067;1300;170;1;1431;;Lampanyctus macdonaldi;N;N;Vrac;24;0.02;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.02;1.0;1.0;CAM-EVHOE;311;13534473;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1430;;Nannobrachium atrum;N;N;Vrac;25;0.074;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;10;?;0.074;1.0;1.0;CAM-EVHOE;311;13534469;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1435;;Lobianchia gemellarii;N;N;Vrac;26;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.009;1.0;1.0;CAM-EVHOE;311;13534475;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1415;;Myctophum punctatum;N;N;Vrac;27;0.279;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;67;?;0.279;1.0;1.0;CAM-EVHOE;311;13534477;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1439;;Notoscopelus kroyeri;N;N;Vrac;28;0.214;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;50;?;0.214;1.0;1.0;CAM-EVHOE;311;13534478;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;4856;;Taaningichthys bathyphilus;N;N;Vrac;29;0.003;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.003;1.0;1.0;CAM-EVHOE;311;13534476;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;14344;;Scopelengys tristis;N;N;Vrac;30;1.0E-4;;Poids;kg;echantillon à S. Iglesias@@ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13534485;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1848;;Melanostigma atlanticum;N;N;Vrac;31;0.001;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.001;1.0;1.0;CAM-EVHOE;311;13534484;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1766;;Aphanopus carbo;N;N;Vrac;32;2.715;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;60.0;1;0.195;cm;1.0;1;N;0.195;13.923077;13.923079;CAM-EVHOE;311;13534447;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1766;;Aphanopus carbo;N;N;Vrac;32;2.715;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;79.0;2;0.54;cm;1.0;1;N;0.54;5.027777;5.0277777;CAM-EVHOE;311;13534447;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1766;;Aphanopus carbo;N;N;Vrac;32;2.715;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;88.0;3;0.74;cm;1.0;1;N;0.74;3.6689188;3.668919;CAM-EVHOE;311;13534447;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;1766;;Aphanopus carbo;N;N;Vrac;32;2.715;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;99.0;4;1.24;cm;1.0;1;N;1.24;2.189516;2.1895163;CAM-EVHOE;311;13534447;NA;;NA;
2011;Campagne EVHOE;1;P1067;1300;170;1;14333;;Oneirodes anisacanthus;N;N;Vrac;33;1.0E-4;;Poids;kg;echantillon à S. Iglesias@@ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13534446;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;2670;;Serrivomer beanii;N;N;Vrac;1;1.457;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;29;?;1.457;1.0;1.0;CAM-EVHOE;311;13534412;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1346;;Xenodermichthys copei;N;N;Vrac;2;0.355;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;37;?;0.355;1.0;1.0;CAM-EVHOE;311;13534411;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;5861;;Photostylus pycnopterus;N;N;Vrac;3;0.002;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.002;1.0;1.0;CAM-EVHOE;311;13534414;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;2660;;Rouleina attrita;N;N;Vrac;4;1.0E-4;;Poids;kg;ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13534443;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;14354;;Barbantus curvifrons;N;N;Vrac;5;1.0E-4;;Poids;kg;echantillon à S. Iglesias@@ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13534444;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;6829;;Maulisia mauli;N;N;Vrac;6;0.096;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.096;1.0;1.0;CAM-EVHOE;311;13534442;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;2649;;Normichthys operosus;N;N;Vrac;7;0.433;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;55;?;0.433;1.0;1.0;CAM-EVHOE;311;13534415;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;6831;;Searsia koefoedi;N;N;Vrac;8;0.085;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;3;?;0.085;1.0;1.0;CAM-EVHOE;311;13534413;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;2624;;Platytroctidae;N;N;Vrac;9;0.005;;Poids;kg;juvéniles;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;5;?;0.005;1.0;1.0;CAM-EVHOE;311;13534416;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1365;;Cyclothone;N;N;Vrac;10;0.0365;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;78;?;0.0365;1.0;1.0;CAM-EVHOE;311;13534418;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;2614;;Sigmops bathyphilus;N;N;Vrac;11;0.002;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.002;1.0;1.0;CAM-EVHOE;311;13534417;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1375;;Argyropelecus hemigymnus;N;N;Vrac;12;0.002;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.002;1.0;1.0;CAM-EVHOE;311;13534419;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1376;;Argyropelecus olfersii;N;N;Vrac;13;0.0653;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;7;?;0.0653;1.0;1.0;CAM-EVHOE;311;13534421;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1379;;Maurolicus muelleri;N;N;Vrac;14;0.01;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;28;?;0.01;1.0;1.0;CAM-EVHOE;311;13534422;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1381;;Borostomias antarcticus;N;N;Vrac;15;0.102;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.102;1.0;1.0;CAM-EVHOE;311;13534420;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;2637;;Malacosteus niger;N;N;Vrac;16;0.008;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.008;1.0;1.0;CAM-EVHOE;311;13534424;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1385;;Stomias boa;N;N;Vrac;17;0.445;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;19;?;0.445;1.0;1.0;CAM-EVHOE;311;13534423;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1383;;Chauliodus sloani;N;N;Vrac;18;0.231;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.231;1.0;1.0;CAM-EVHOE;311;13534425;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1448;;Arctozenus risso;N;N;Vrac;19;0.142;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;37;?;0.142;1.0;1.0;CAM-EVHOE;311;13534426;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1444;;Paralepis coregonoides;N;N;Vrac;20;0.004;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.004;1.0;1.0;CAM-EVHOE;311;13534428;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1416;;Benthosema glaciale;N;N;Vrac;21;1.032;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1106;?;1.032;1.0;1.0;CAM-EVHOE;311;13534427;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;4863;;Bolinichthys supralateralis;N;N;Vrac;22;0.026;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.026;1.0;1.0;CAM-EVHOE;311;13534430;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1417;;Ceratoscopelus maderensis;N;N;Vrac;23;0.034;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;8;?;0.034;1.0;1.0;CAM-EVHOE;311;13534429;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1429;;Lampanyctus crocodilus;N;N;Vrac;24;1.838;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;163;?;1.838;1.0;1.0;CAM-EVHOE;311;13534431;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1431;;Lampanyctus macdonaldi;N;N;Vrac;25;0.084;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.084;1.0;1.0;CAM-EVHOE;311;13534433;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1430;;Nannobrachium atrum;N;N;Vrac;26;0.393;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;38;?;0.393;1.0;1.0;CAM-EVHOE;311;13534432;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;4891;;Lampadena urophaos;N;N;Vrac;27;1.0E-4;;Poids;kg;echantillon à S. Iglesias pour vérification@@ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13534407;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1415;;Myctophum punctatum;N;N;Vrac;28;0.05;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;14;?;0.05;1.0;1.0;CAM-EVHOE;311;13534434;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1439;;Notoscopelus kroyeri;N;N;Vrac;29;0.1753;;Poids;kg;poids partiellement estimé par PMI@@echantillon à S. Iglesias;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;24;?;0.1753;1.0;1.0;CAM-EVHOE;311;13534436;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;14357;;Poromitra megalops;N;N;Vrac;30;1.0E-4;;Poids;kg;echantillon à S. Iglesias@@ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13534445;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1848;;Melanostigma atlanticum;N;N;Vrac;31;0.012;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;5;?;0.012;1.0;1.0;CAM-EVHOE;311;13534435;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1766;;Aphanopus carbo;N;N;Vrac;32;5.72;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;95.0;1;1.1;cm;1.0;1;N;1.1;5.2;5.2000003;CAM-EVHOE;311;13534437;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1766;;Aphanopus carbo;N;N;Vrac;32;5.72;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;104.0;2;1.44;cm;1.0;1;N;1.44;3.9722219;3.9722223;CAM-EVHOE;311;13534437;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1766;;Aphanopus carbo;N;N;Vrac;32;5.72;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;105.0;3;1.42;cm;1.0;1;N;1.42;4.028169;4.028169;CAM-EVHOE;311;13534437;NA;;NA;
2011;Campagne EVHOE;1;P1072;1300;169;1;1766;;Aphanopus carbo;N;N;Vrac;32;5.72;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;107.0;4;1.76;cm;1.0;1;N;1.76;3.25;3.2500002;CAM-EVHOE;311;13534437;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.734;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;94;?;0.734;1.0;1.0;CAM-EVHOE;311;13534143;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1375;;Argyropelecus hemigymnus;N;N;Vrac;2;0.001;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.001;1.0;1.0;CAM-EVHOE;311;13534144;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.003;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.003;1.0;1.0;CAM-EVHOE;311;13534145;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1379;;Maurolicus muelleri;N;N;Vrac;4;0.038;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;120;?;0.038;1.0;1.0;CAM-EVHOE;311;13534146;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1385;;Stomias boa;N;N;Vrac;5;0.066;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;3;?;0.066;1.0;1.0;CAM-EVHOE;311;13534147;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1448;;Arctozenus risso;N;N;Vrac;6;0.077;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;12;?;0.077;1.0;1.0;CAM-EVHOE;311;13534148;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1416;;Benthosema glaciale;N;N;Vrac;7;0.004;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;5;?;0.004;1.0;1.0;CAM-EVHOE;311;13534149;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1417;;Ceratoscopelus maderensis;N;N;Vrac;8;0.003;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.003;1.0;1.0;CAM-EVHOE;311;13534150;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1429;;Lampanyctus crocodilus;N;N;Vrac;9;0.073;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;15;?;0.073;1.0;1.0;CAM-EVHOE;311;13534151;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1415;;Myctophum punctatum;N;N;Vrac;10;0.032;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;7;?;0.032;1.0;1.0;CAM-EVHOE;311;13534152;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;1439;;Notoscopelus kroyeri;N;N;Vrac;11;0.128;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;34;?;0.128;1.0;1.0;CAM-EVHOE;311;13534153;NA;;NA;
2016;Campagne EVHOE;1;U0508;551.44;162;1;501;;Histioteuthis;N;N;Vrac;12;1.0E-4;;Poids;kg;Histioteuthis sp n°1@@Que la tete et les bras@@ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13534154;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;2670;;Serrivomer beanii;N;N;Vrac;1;0.091;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.091;1.0;1.0;CAM-EVHOE;311;13534158;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1346;;Xenodermichthys copei;N;N;Vrac;2;0.965;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;72;?;0.965;1.0;1.0;CAM-EVHOE;311;13534159;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;6828;;Sagamichthys schnakenbecki;N;N;Vrac;3;0.011;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.011;1.0;1.0;CAM-EVHOE;311;13534160;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;6831;;Searsia koefoedi;N;N;Vrac;4;0.057;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;3;?;0.057;1.0;1.0;CAM-EVHOE;311;13534161;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1365;;Cyclothone;N;N;Vrac;5;0.254;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;367;?;0.254;1.0;1.0;CAM-EVHOE;311;13534162;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1375;;Argyropelecus hemigymnus;N;N;Vrac;6;0.002;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.002;1.0;1.0;CAM-EVHOE;311;13534163;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1376;;Argyropelecus olfersii;N;N;Vrac;7;0.007;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.007;1.0;1.0;CAM-EVHOE;311;13534164;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1379;;Maurolicus muelleri;N;N;Vrac;8;0.907;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2668;?;0.907;1.0;1.0;CAM-EVHOE;311;13534165;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1385;;Stomias boa;N;N;Vrac;9;0.222;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;6;?;0.222;1.0;1.0;CAM-EVHOE;311;13534166;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1448;;Arctozenus risso;N;N;Vrac;10;0.221;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;25;?;0.221;1.0;1.0;CAM-EVHOE;311;13534167;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1416;;Benthosema glaciale;N;N;Vrac;11;0.05;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;72;?;0.05;1.0;1.0;CAM-EVHOE;311;13534168;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1417;;Ceratoscopelus maderensis;N;N;Vrac;12;0.019;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;3;?;0.019;1.0;1.0;CAM-EVHOE;311;13534169;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1423;;Diaphus metopoclampus;N;N;Vrac;13;0.006;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.006;1.0;1.0;CAM-EVHOE;311;13534170;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1429;;Lampanyctus crocodilus;N;N;Vrac;14;0.744;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;97;?;0.744;1.0;1.0;CAM-EVHOE;311;13534171;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1430;;Nannobrachium atrum;N;N;Vrac;15;0.044;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.044;1.0;1.0;CAM-EVHOE;311;13534172;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1435;;Lobianchia gemellarii;N;N;Vrac;16;0.026;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;3;?;0.026;1.0;1.0;CAM-EVHOE;311;13534173;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1415;;Myctophum punctatum;N;N;Vrac;17;0.018;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;9;?;0.018;1.0;1.0;CAM-EVHOE;311;13534174;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1439;;Notoscopelus kroyeri;N;N;Vrac;18;0.703;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;172;?;0.703;1.0;1.0;CAM-EVHOE;311;13534175;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1848;;Melanostigma atlanticum;N;N;Vrac;19;0.004;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;6;?;0.004;1.0;1.0;CAM-EVHOE;311;13534176;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;1471;;Derichthys serpentinus;N;N;Vrac;20;0.013;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.013;1.0;1.0;CAM-EVHOE;311;13534177;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;14108;;Nessorhamphus ingolfianus;N;N;Vrac;21;0.047;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.047;1.0;1.0;CAM-EVHOE;311;13534178;NA;;NA;
2016;Campagne EVHOE;1;U0514;735.78;163;1;501;;Histioteuthis;N;N;Vrac;22;1.0E-4;;Poids;kg;manteau seul@@ATTENTION POIDS NON VALIDE: mis à 0.1 g par défaut;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;1.0E-4;1.0;1.0;CAM-EVHOE;311;13534179;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;2670;;Serrivomer beanii;N;N;Vrac;1;0.212;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;4;?;0.212;1.0;1.0;CAM-EVHOE;311;13534183;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;1346;;Xenodermichthys copei;N;N;Vrac;2;0.362;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;44;?;0.362;1.0;1.0;CAM-EVHOE;311;13534184;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;6829;;Maulisia mauli;N;N;Vrac;3;0.008;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;1;?;0.008;1.0;1.0;CAM-EVHOE;311;13534185;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;6831;;Searsia koefoedi;N;N;Vrac;4;0.044;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.044;1.0;1.0;CAM-EVHOE;311;13534186;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;2624;;Platytroctidae;N;N;Vrac;5;0.01;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;7;?;0.01;1.0;1.0;CAM-EVHOE;311;13534187;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;1365;;Cyclothone;N;N;Vrac;6;0.052;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;138;?;0.052;1.0;1.0;CAM-EVHOE;311;13534188;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;1375;;Argyropelecus hemigymnus;N;N;Vrac;7;0.001;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;2;?;0.001;1.0;1.0;CAM-EVHOE;311;13534189;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;1376;;Argyropelecus olfersii;N;N;Vrac;8;0.15;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;11;?;0.15;1.0;1.0;CAM-EVHOE;311;13534190;NA;;NA;
2016;Campagne EVHOE;1;U0519;861.12;164;1;1379;;Maurolicus muelleri;N;N;Vrac;9;0.003;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;;;;;;;;10;?;0.003;1.0;1.0;CAM-EVHOE;311;13534191;NA;;NA;
